id,date,time,agency,subagency,location,purpose,notes
135728,5/18/2020,1:00 PM,"Wetzel County Hospital, Inc.", Board Meeting,Conference Call Bridge: 304-598-4655 PIN: 424808 ,Regularly scheduled meeting ,
135726,5/19/2020,9:00 AM,WV Real Estate Appraiser Licensing and Certification Board, Upgrades Committee,"Due to the COVID-19 crisis, this meeting will be held via Zoom.",Discuss and consider upgrade application.,
135729,5/19/2020,1:00 PM,WV Board of Osteopathic MedicineWV Board of Osteopathic Medicine,,Teleconference: 1-877-302-0757 Conference ID: 3203512# ,To conduct board business and review complaints.,
135727,5/21/2020,9:00 AM,WV Real Estate Appraiser Licensing and Certification Board, Upgrades Committee,"Due to the COVID-19 crisis, this meeting will take place via Zoom.",Discuss and consider upgrade application.,
135737,5/14/2020,11:00 AM,"Registered Professional Nurses, WV Board or Examiners for",,Due to regulations related to the COVID-19 pandemic this meeting being held by conference call 1-888-240-3210 Access Code 4461329 ,"The purpose of this Emergency Board meeting is to discuss matters related to the WV Board of Examiners for Registered Professional Nurses ongoing response to the COVID-19 pandemic, including review and consideration of the emergency regulatory changes in response to gubernatorial Executive Orders and the current State of Emergency.",This is an emergency meeting.
135734,5/19/2020,10:00 AM,Racing Commission,,Conference Call Only. Dial-in Number 312.757.3111 Access Code 638912285,Regular monthly business. Agenda will be posted. ,
135746,5/20/2020,1:30 PM,Investment Management Board, Audit Committee ,Virtual Meeting: Please email meetings@wvimb.org to obtain the conference bridge instructions to connect to this meeting. ,Budget & Fee Schedule for Fiscal Year 2021; Consider Amended Securities Valuation Policy; Consider Internal Audit Plan for Fiscal Year 2021; Internal Audit Update; Consider Ranges for Internal Audit Staff; Director of Internal Audit Review,
135736,5/21/2020,9:00 AM,Economic Development AuthorityEconomic Development Authority,,Telephone Meeting Dial In Information: Dial In Number: 1-888-273-3658 Participant Code: 9045340,"Public Hearing on Issuance of Dock and Wharf Facilities Revenue BondsNOTICE TO RESIDENTS OF THE STATE OF WEST VIRGINIA AND OTHER PERSONS INTERESTED - ISSUANCE BY THE WEST VIRGINIA ECONOMIC DEVELOPMENT AUTHORITY OF ITS DOCK AND WHARF FACILITIES REVENUE BONDS (EMPIRE TRIMODAL TERMINAL, LLC PROJECT), SERIES 2020Notice is hereby given of a public hearing to be held on behalf of the West Virginia Economic Development Authority (the Authority), on Thursday, May 21, 2020, at 9:00 a.m., t 180 Association Drive, Charleston, WV  25311, with respect to the issuance from time to time as a plan of finance of one or more series of bonds (the Bonds) in an aggregate principal amount not to exceed $25,000,000, which may include refundings thereof, by the West Virginia Economic Development Authority. Proceeds of the Bonds will be loaned to Empire Trimodal Terminal, LLC, a Texas limited liability company, or an affiliate thereof or related person thereto (the Borrower), to finance or refinance the costs of acquiring, constructing, rehabilitating, developing, improving and equipping capital improvements, equipment, land and infrastructure and pay related financing costs with respect to dock and wharf facilities within the meaning of Section 142(a)(6) of the Internal Revenue Code, located on approximately 91 acres of land at 600 Veterans Parkway, Follansbee, West Virginia,  along the Ohio River, including approximately 3,000 feet of riverfront improvements and six existing barge mooring clusters, petroleum storage tanks, waterfront pumphouse, seven loading ramps and rails footage, with additional mooring cells, tank storage, riverfront improvements, heavy equipment lot, 100,000 ton lift and other real and personal property to be constructed and equipped (together, the Project). The initial owner or operator of the Project will be the Borrower. The Borrower proposes to transfer ownership via capital lease to The County Commission of Brooke County, West Virginia (the County), and to re-lease the Project from the County.The Bonds shall not constitute an indebtedness of the Authority but shall be limited obligations of the Authority, payable solely from loan repayment proceeds or other revenues to be derived pursuant to a loan agreement to be entered into between the Authority and the Borrower.  Neither the Bonds nor the interest thereon shall constitute a debt or pledge of the faith and credit or taxing authority of the State of West Virginia or of any county, municipality or any other political subdivision thereof.  The public hearing will be conducted by the Associate Director of the Authority. All interested persons are invited to attend such public hearing to express their views with respect to the nature and location of Project and the Bonds. To promote and protect the safety of both the public and the Authoritys staff in light of the COVID-19 pandemic, in lieu of physical presence at the public hearing, attendance will be solely by telephone. All those wishing to participate may call-in by toll free number at 1-888-273-3658, Participant Code: 9045340. Interested persons may submit their views in writing, or questions or requests for additional information may be directed, to Caren Wilcher, Associate Director, West Virginia Economic Development Authority, 180 Association Drive, Charleston, WV  25311 or e-mail Caren.D.Wilcher@wv.gov on or before 9:00 a.m. on May 21, 2020. This notice is published and the hearing is to be held in satisfaction of the requirements of Section 147(f) of the Internal Revenue Code of 1986, as amended.by West Virginia Economic Development Authority",
135747,5/21/2020,9:00 AM,Investment Management Board, Board of Trustees,Virtual Meeting: Please email meetings@wvimb.org to obtain the conference bridge instructions to connect to this meeting. ,Regular Meeting; Committee Reports; Investment Matters,
135732,5/28/2020,9:00 AM,Board of Coal Mine Health and SafetyCommerce,,Conference Call,Continue work on series 36,
135750,5/20/2020,8:00 AM,Board of Governors Executive CommitteeWest Liberty University,,"West Liberty University, Shaw Hall Board Room (via teleconference), 208 University Drive, West Liberty, WV 26074",Discuss agenda items for upcoming Board of Governors meeting,
135748,5/20/2020,9:00 AM,Investment Management Board, Hedge Fund Subcommittee,Virtual Meeting: Please email meetings@wvimb.org to obtain the conference bridge instructions to connect to this meeting. ,Consider Changes Within Hedge Fund Portfolio; Consider Managers for Alternative Risk Premia Portfolio,
135751,5/20/2020,9:00 AM,WV Real Estate Commission,,"300 Capitol Street, Suite 400 Charleston, WV 25301",Regular Monthly Meeting,
135754,5/20/2020,12:00 PM,LotteryLottery,,Conference call - may be monitored by dialing 1-877-278-2734 PIN 732018,Set the agenda for the May 2020 monthly business meeting.,
135749,5/20/2020,3:00 PM,Investment Management Board, Investment Committee,Virtual Meeting: Please email meetings@wvimb.org to obtain the conference bridge instructions to connect to this meeting. ,Portable Alpha Implementation Plan Report; Consider Asset Liability & Asset Allocation Studies; Consider Revisions to Previous Asset Allocation Actions; Proposed Investment Policy Changes; Consider Equity Beta Replication Portfolio Manager; Consider Proposed Investments - Private Markets; Consider Proposed Termination of Russell 3000 Mandate; Consider Proposed Termination of Large Cap Domestic Equity Manager; Quarterly Reports,
135753,5/22/2020,9:30 AM,Board of HealthGrafton-Taylor County Health Department,,"Mothers Day Shrine 11 E Main Street Grafton, WV 26354",Regular Session Meeting,
135755,5/27/2020,1:00 PM,Concord University , Board of Governors Special Meeting ,By video conference due to the COVID19 pandemic and social distancing guidelines. ,COVID 19 Pandemic Response Update and Planning.  A full agenda will be available prior to the meeting on our website:  www.concord.edu ,
135767,5/15/2020,7:30 AM,COVID-19 Advisory Commission on African American DisparitiesHerbert Henderdson Office of Minority Affairs,,"Via ZOOM: https://zoom.us/j/99087080117 DIAL: 1 646 558 8656 Meeting ID: 990 8708 0117 ONE TAP MOBILE: 16465588656,,99087080117# ",The purpose of this advisory Task Force is to assist DHHR with community outreach and education related to the prevention and treatment of COVID-19 in at-risk communities.,This is an emergency meeting.
135759,5/15/2020,10:00 AM,"West Virginia Commisison on the ArtsWest Virginia Department of Arts, Culture & History",,Video conference,To review applications for CARES funding for arts organizations. ,This is an emergency meeting.
135760,5/15/2020,3:00 PM,State Personnel BoardDivision of Personnel,,This meeting will be held by telephone. The public can join using the information on the agenda which is posted on the Division of Personnel website: www.personnel.wv.gov,The Board will consider a proposal from the Department of Health and Human Resources regarding a temporary pay differential for certain employees of the Bureau for Children and Families due to the COVID-19 crisis.,This is an emergency meeting.
135757,5/21/2020,8:00 AM,Board of Governors Mountwest Community & Technical College ,,Conference Call  Please see agenda for conference number. ,"Regularly scheduled Board of Governor Meeting. The Agenda will be emailed to IBOG, Mountwest Faculty & Staff and will be available on our website: www.mctc.edu",
135766,5/21/2020,9:00 AM,Fairmont State Univeristy Board of Governors,,WebEx Meeting https://fairmontstate.webex.com/meet/bog,Rescheduled Meeting,
135758,5/21/2020,10:00 AM,Economic Development AuthorityEconomic Development Authority,,Telephone Meeting Dial in information 1(571)317-3122 Access Code: 977-466-181,"Regular monthly meeting.  The board will also consider and take action on matters including but not limited to the following: (1) Rescind Volume CAP Reservation - $53,029,875 Wolf Run Mining Company, LLC in Barbour County; (2) Volume CAP Application - $53,029,875 Arch Resources, Inc. Project in Barbour County; (3) Bond Authorizing Resolution - $53,090,000 Solid Waste Disposal and Sewage Facility Revenue Bonds (Arch Resources, Inc. Project in Barbour County), Series 2020; (4) Bond Authorizing Resolution - $25,000,000 Dock and Wharf Facilities Revenue Bonds (Empire Trimodal Terminal, LLC Project in Brooke County), Series 2020; (5) Amended and Restated Inducement Resolution - $80,000,000 Revenue Bonds (PPD of WV One, LLC Project, Kanawha County), Series 2020; (6) Inducement Resolution - $80,000,000 Revenue Bonds (PPD of WV Two, LLC Project in Greenbrier County), Series 2020; (7) Volume CAP Application - $80,000,000 PPD of WV Two, LLC Project in Greenbrier County; (8) Resolution authorizing the WVEDA to establish a banking relationship to open operating accounts for the performance of its duties; appointing the Chairman and other designated officers of the authority as signatories for such accounts; authorizing the execution and delivery of documents and agreements related thereto; and authorizing the Chairman and other designated officers to take such other actions as may be necessary, convenient, desirable or proper in connection therewith; (9) Discussion and possible action regarding grant from the U.S. Department of Commerce, Economic Development Administration (EDA) for funds under the EDAs CARES Act Recovery Assistance program; (10) WVEDA Procurement Policy.To promote and protect the safety of both the public and the Authoritys staff in light of the COVID-19 pandemic, in lieu of physical presence by the public, attendance will be solely by telephone. All those wishing to participate may call 1-571-317-3122, Access Code: 977-466-181. ",
135762,5/21/2020,5:00 PM,West Virginia Northern Community College Board of Governors,,"1704 Market Street Wheeling, WV 26003 Room 126A",Monthly Business Meeting: Call to Order; Roll Call; Board Chair Report; Staff Presentation; Approval of Draft Minutes - 4/30/2020; President's Report - College Updates; Action Item - Academic Program Reviews; Administrative Reports - Financial Update & Administrative Services Update; CDL Proposal Presentation; Old Business; New Business; Executive Session - Personnel & Real Estate; Adjourn,
135761,5/22/2020,9:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture and History",,"The Culture Center 1900 Kanawha Boulevard East Charleston, WV",To review and score Arts in Education grant applications,
